SDR Valuations,,SDR_Value
08/08/1988,U.K. pound,0.0893
09/08/1988,U.K. pound,0.0893
10/08/1988,U.K. pound,0.0893
11/08/1988,U.K. pound,0.0893
12/08/1988,U.K. pound,0.0893
15/08/1988,U.K. pound,0.0893
16/08/1988,U.K. pound,0.0893
17/08/1988,U.K. pound,0.0893
18/08/1988,U.K. pound,0.0893
19/08/1988,U.K. pound,0.0893
22/08/1988,U.K. pound,0.0893
23/08/1988,U.K. pound,0.0893
24/08/1988,U.K. pound,0.0893
25/08/1988,U.K. pound,0.0893
26/08/1988,U.K. pound,0.0893
29/08/1988,U.K. pound,0.0893
30/08/1988,U.K. pound,0.0893
31/08/1988,U.K. pound,0.0893
01/09/1988,U.K. pound,0.0893
02/09/1988,U.K. pound,0.0893
05/09/1988,U.K. pound,0.0893
06/09/1988,U.K. pound,0.0893
07/09/1988,U.K. pound,0.0893
08/09/1988,U.K. pound,0.0893
09/09/1988,U.K. pound,0.0893
12/09/1988,U.K. pound,0.0893
13/09/1988,U.K. pound,0.0893
14/09/1988,U.K. pound,0.0893
15/09/1988,U.K. pound,0.0893
16/09/1988,U.K. pound,0.0893
19/09/1988,U.K. pound,0.0893
20/09/1988,U.K. pound,0.0893
21/09/1988,U.K. pound,0.0893
22/09/1988,U.K. pound,0.0893
23/09/1988,U.K. pound,0.0893
26/09/1988,U.K. pound,0.0893
27/09/1988,U.K. pound,0.0893
28/09/1988,U.K. pound,0.0893
29/09/1988,U.K. pound,0.0893
30/09/1988,U.K. pound,0.0893
03/10/1988,U.K. pound,0.0893
04/10/1988,U.K. pound,0.0893
05/10/1988,U.K. pound,0.0893
06/10/1988,U.K. pound,0.0893
07/10/1988,U.K. pound,0.0893
10/10/1988,U.K. pound,0.0893
11/10/1988,U.K. pound,0.0893
12/10/1988,U.K. pound,0.0893
13/10/1988,U.K. pound,0.0893
14/10/1988,U.K. pound,0.0893
17/10/1988,U.K. pound,0.0893
18/10/1988,U.K. pound,0.0893
19/10/1988,U.K. pound,0.0893
20/10/1988,U.K. pound,0.0893
21/10/1988,U.K. pound,0.0893
24/10/1988,U.K. pound,0.0893
25/10/1988,U.K. pound,0.0893
26/10/1988,U.K. pound,0.0893
27/10/1988,U.K. pound,0.0893
28/10/1988,U.K. pound,0.0893
31/10/1988,U.K. pound,0.0893
01/11/1988,U.K. pound,0.0893
02/11/1988,U.K. pound,0.0893
03/11/1988,U.K. pound,0.0893
04/11/1988,U.K. pound,0.0893
07/11/1988,U.K. pound,0.0893
08/11/1988,U.K. pound,0.0893
09/11/1988,U.K. pound,0.0893
10/11/1988,U.K. pound,0.0893
11/11/1988,U.K. pound,0.0893
14/11/1988,U.K. pound,0.0893
15/11/1988,U.K. pound,0.0893
16/11/1988,U.K. pound,0.0893
17/11/1988,U.K. pound,0.0893
18/11/1988,U.K. pound,0.0893
21/11/1988,U.K. pound,0.0893
22/11/1988,U.K. pound,0.0893
23/11/1988,U.K. pound,0.0893
24/11/1988,U.K. pound,0.0893
25/11/1988,U.K. pound,0.0893
28/11/1988,U.K. pound,0.0893
29/11/1988,U.K. pound,0.0893
30/11/1988,U.K. pound,0.0893
01/12/1988,U.K. pound,0.0893
02/12/1988,U.K. pound,0.0893
05/12/1988,U.K. pound,0.0893
06/12/1988,U.K. pound,0.0893
07/12/1988,U.K. pound,0.0893
08/12/1988,U.K. pound,0.0893
09/12/1988,U.K. pound,0.0893
12/12/1988,U.K. pound,0.0893
13/12/1988,U.K. pound,0.0893
14/12/1988,U.K. pound,0.0893
15/12/1988,U.K. pound,0.0893
16/12/1988,U.K. pound,0.0893
19/12/1988,U.K. pound,0.0893
20/12/1988,U.K. pound,0.0893
21/12/1988,U.K. pound,0.0893
22/12/1988,U.K. pound,0.0893
23/12/1988,U.K. pound,0.0893
27/12/1988,U.K. pound,0.0893
28/12/1988,U.K. pound,0.0893
29/12/1988,U.K. pound,0.0893
30/12/1988,U.K. pound,0.0893
02/01/1989,U.K. pound,0.0893
03/01/1989,U.K. pound,0.0893
04/01/1989,U.K. pound,0.0893
05/01/1989,U.K. pound,0.0893
06/01/1989,U.K. pound,0.0893
09/01/1989,U.K. pound,0.0893
10/01/1989,U.K. pound,0.0893
11/01/1989,U.K. pound,0.0893
12/01/1989,U.K. pound,0.0893
13/01/1989,U.K. pound,0.0893
16/01/1989,U.K. pound,0.0893
17/01/1989,U.K. pound,0.0893
18/01/1989,U.K. pound,0.0893
19/01/1989,U.K. pound,0.0893
20/01/1989,U.K. pound,0.0893
23/01/1989,U.K. pound,0.0893
24/01/1989,U.K. pound,0.0893
25/01/1989,U.K. pound,0.0893
26/01/1989,U.K. pound,0.0893
27/01/1989,U.K. pound,0.0893
30/01/1989,U.K. pound,0.0893
31/01/1989,U.K. pound,0.0893
01/02/1989,U.K. pound,0.0893
02/02/1989,U.K. pound,0.0893
03/02/1989,U.K. pound,0.0893
06/02/1989,U.K. pound,0.0893
07/02/1989,U.K. pound,0.0893
08/02/1989,U.K. pound,0.0893
09/02/1989,U.K. pound,0.0893
10/02/1989,U.K. pound,0.0893
13/02/1989,U.K. pound,0.0893
14/02/1989,U.K. pound,0.0893
15/02/1989,U.K. pound,0.0893
16/02/1989,U.K. pound,0.0893
17/02/1989,U.K. pound,0.0893
20/02/1989,U.K. pound,0.0893
21/02/1989,U.K. pound,0.0893
22/02/1989,U.K. pound,0.0893
23/02/1989,U.K. pound,0.0893
24/02/1989,U.K. pound,0.0893
27/02/1989,U.K. pound,0.0893
28/02/1989,U.K. pound,0.0893
01/03/1989,U.K. pound,0.0893
02/03/1989,U.K. pound,0.0893
03/03/1989,U.K. pound,0.0893
06/03/1989,U.K. pound,0.0893
07/03/1989,U.K. pound,0.0893
08/03/1989,U.K. pound,0.0893
09/03/1989,U.K. pound,0.0893
10/03/1989,U.K. pound,0.0893
13/03/1989,U.K. pound,0.0893
14/03/1989,U.K. pound,0.0893
15/03/1989,U.K. pound,0.0893
16/03/1989,U.K. pound,0.0893
17/03/1989,U.K. pound,0.0893
20/03/1989,U.K. pound,0.0893
21/03/1989,U.K. pound,0.0893
22/03/1989,U.K. pound,0.0893
23/03/1989,U.K. pound,0.0893
24/03/1989,U.K. pound,0.0893
27/03/1989,U.K. pound,0.0893
28/03/1989,U.K. pound,0.0893
29/03/1989,U.K. pound,0.0893
30/03/1989,U.K. pound,0.0893
31/03/1989,U.K. pound,0.0893
03/04/1989,U.K. pound,0.0893
04/04/1989,U.K. pound,0.0893
05/04/1989,U.K. pound,0.0893
06/04/1989,U.K. pound,0.0893
07/04/1989,U.K. pound,0.0893
10/04/1989,U.K. pound,0.0893
11/04/1989,U.K. pound,0.0893
12/04/1989,U.K. pound,0.0893
13/04/1989,U.K. pound,0.0893
14/04/1989,U.K. pound,0.0893
17/04/1989,U.K. pound,0.0893
18/04/1989,U.K. pound,0.0893
19/04/1989,U.K. pound,0.0893
20/04/1989,U.K. pound,0.0893
21/04/1989,U.K. pound,0.0893
24/04/1989,U.K. pound,0.0893
25/04/1989,U.K. pound,0.0893
26/04/1989,U.K. pound,0.0893
27/04/1989,U.K. pound,0.0893
28/04/1989,U.K. pound,0.0893
01/05/1989,U.K. pound,0.0893
02/05/1989,U.K. pound,0.0893
03/05/1989,U.K. pound,0.0893
04/05/1989,U.K. pound,0.0893
05/05/1989,U.K. pound,0.0893
08/05/1989,U.K. pound,0.0893
09/05/1989,U.K. pound,0.0893
10/05/1989,U.K. pound,0.0893
11/05/1989,U.K. pound,0.0893
12/05/1989,U.K. pound,0.0893
15/05/1989,U.K. pound,0.0893
16/05/1989,U.K. pound,0.0893
17/05/1989,U.K. pound,0.0893
18/05/1989,U.K. pound,0.0893
19/05/1989,U.K. pound,0.0893
22/05/1989,U.K. pound,0.0893
23/05/1989,U.K. pound,0.0893
24/05/1989,U.K. pound,0.0893
25/05/1989,U.K. pound,0.0893
26/05/1989,U.K. pound,0.0893
29/05/1989,U.K. pound,0.0893
30/05/1989,U.K. pound,0.0893
31/05/1989,U.K. pound,0.0893
01/06/1989,U.K. pound,0.0893
02/06/1989,U.K. pound,0.0893
05/06/1989,U.K. pound,0.0893
06/06/1989,U.K. pound,0.0893
07/06/1989,U.K. pound,0.0893
08/06/1989,U.K. pound,0.0893
09/06/1989,U.K. pound,0.0893
12/06/1989,U.K. pound,0.0893
13/06/1989,U.K. pound,0.0893
14/06/1989,U.K. pound,0.0893
15/06/1989,U.K. pound,0.0893
16/06/1989,U.K. pound,0.0893
19/06/1989,U.K. pound,0.0893
20/06/1989,U.K. pound,0.0893
21/06/1989,U.K. pound,0.0893
22/06/1989,U.K. pound,0.0893
23/06/1989,U.K. pound,0.0893
26/06/1989,U.K. pound,0.0893
27/06/1989,U.K. pound,0.0893
28/06/1989,U.K. pound,0.0893
29/06/1989,U.K. pound,0.0893
30/06/1989,U.K. pound,0.0893
03/07/1989,U.K. pound,0.0893
04/07/1989,U.K. pound,0.0893
05/07/1989,U.K. pound,0.0893
06/07/1989,U.K. pound,0.0893
07/07/1989,U.K. pound,0.0893
10/07/1989,U.K. pound,0.0893
11/07/1989,U.K. pound,0.0893
12/07/1989,U.K. pound,0.0893
13/07/1989,U.K. pound,0.0893
14/07/1989,U.K. pound,0.0893
17/07/1989,U.K. pound,0.0893
18/07/1989,U.K. pound,0.0893
19/07/1989,U.K. pound,0.0893
20/07/1989,U.K. pound,0.0893
21/07/1989,U.K. pound,0.0893
24/07/1989,U.K. pound,0.0893
25/07/1989,U.K. pound,0.0893
26/07/1989,U.K. pound,0.0893
27/07/1989,U.K. pound,0.0893
28/07/1989,U.K. pound,0.0893
31/07/1989,U.K. pound,0.0893
01/08/1989,U.K. pound,0.0893
02/08/1989,U.K. pound,0.0893
03/08/1989,U.K. pound,0.0893
04/08/1989,U.K. pound,0.0893
07/08/1989,U.K. pound,0.0893
08/08/1989,U.K. pound,0.0893
09/08/1989,U.K. pound,0.0893
10/08/1989,U.K. pound,0.0893
11/08/1989,U.K. pound,0.0893
14/08/1989,U.K. pound,0.0893
15/08/1989,U.K. pound,0.0893
16/08/1989,U.K. pound,0.0893
17/08/1989,U.K. pound,0.0893
18/08/1989,U.K. pound,0.0893
21/08/1989,U.K. pound,0.0893
22/08/1989,U.K. pound,0.0893
23/08/1989,U.K. pound,0.0893
24/08/1989,U.K. pound,0.0893
25/08/1989,U.K. pound,0.0893
28/08/1989,U.K. pound,0.0893
29/08/1989,U.K. pound,0.0893
30/08/1989,U.K. pound,0.0893
31/08/1989,U.K. pound,0.0893
01/09/1989,U.K. pound,0.0893
04/09/1989,U.K. pound,0.0893
05/09/1989,U.K. pound,0.0893
06/09/1989,U.K. pound,0.0893
07/09/1989,U.K. pound,0.0893
08/09/1989,U.K. pound,0.0893
11/09/1989,U.K. pound,0.0893
12/09/1989,U.K. pound,0.0893
13/09/1989,U.K. pound,0.0893
14/09/1989,U.K. pound,0.0893
15/09/1989,U.K. pound,0.0893
18/09/1989,U.K. pound,0.0893
19/09/1989,U.K. pound,0.0893
20/09/1989,U.K. pound,0.0893
21/09/1989,U.K. pound,0.0893
22/09/1989,U.K. pound,0.0893
25/09/1989,U.K. pound,0.0893
26/09/1989,U.K. pound,0.0893
27/09/1989,U.K. pound,0.0893
28/09/1989,U.K. pound,0.0893
29/09/1989,U.K. pound,0.0893
02/10/1989,U.K. pound,0.0893
03/10/1989,U.K. pound,0.0893
04/10/1989,U.K. pound,0.0893
05/10/1989,U.K. pound,0.0893
06/10/1989,U.K. pound,0.0893
09/10/1989,U.K. pound,0.0893
10/10/1989,U.K. pound,0.0893
11/10/1989,U.K. pound,0.0893
12/10/1989,U.K. pound,0.0893
13/10/1989,U.K. pound,0.0893
16/10/1989,U.K. pound,0.0893
17/10/1989,U.K. pound,0.0893
18/10/1989,U.K. pound,0.0893
19/10/1989,U.K. pound,0.0893
20/10/1989,U.K. pound,0.0893
23/10/1989,U.K. pound,0.0893
24/10/1989,U.K. pound,0.0893
25/10/1989,U.K. pound,0.0893
26/10/1989,U.K. pound,0.0893
27/10/1989,U.K. pound,0.0893
30/10/1989,U.K. pound,0.0893
31/10/1989,U.K. pound,0.0893
01/11/1989,U.K. pound,0.0893
02/11/1989,U.K. pound,0.0893
03/11/1989,U.K. pound,0.0893
06/11/1989,U.K. pound,0.0893
07/11/1989,U.K. pound,0.0893
08/11/1989,U.K. pound,0.0893
09/11/1989,U.K. pound,0.0893
10/11/1989,U.K. pound,0.0893
13/11/1989,U.K. pound,0.0893
14/11/1989,U.K. pound,0.0893
15/11/1989,U.K. pound,0.0893
16/11/1989,U.K. pound,0.0893
17/11/1989,U.K. pound,0.0893
20/11/1989,U.K. pound,0.0893
21/11/1989,U.K. pound,0.0893
22/11/1989,U.K. pound,0.0893
23/11/1989,U.K. pound,0.0893
24/11/1989,U.K. pound,0.0893
27/11/1989,U.K. pound,0.0893
28/11/1989,U.K. pound,0.0893
29/11/1989,U.K. pound,0.0893
30/11/1989,U.K. pound,0.0893
01/12/1989,U.K. pound,0.0893
04/12/1989,U.K. pound,0.0893
05/12/1989,U.K. pound,0.0893
06/12/1989,U.K. pound,0.0893
07/12/1989,U.K. pound,0.0893
08/12/1989,U.K. pound,0.0893
11/12/1989,U.K. pound,0.0893
12/12/1989,U.K. pound,0.0893
13/12/1989,U.K. pound,0.0893
14/12/1989,U.K. pound,0.0893
15/12/1989,U.K. pound,0.0893
18/12/1989,U.K. pound,0.0893
19/12/1989,U.K. pound,0.0893
20/12/1989,U.K. pound,0.0893
21/12/1989,U.K. pound,0.0893
22/12/1989,U.K. pound,0.0893
26/12/1989,U.K. pound,0.0893
27/12/1989,U.K. pound,0.0893
28/12/1989,U.K. pound,0.0893
29/12/1989,U.K. pound,0.0893
02/01/1990,U.K. pound,0.0893
03/01/1990,U.K. pound,0.0893
04/01/1990,U.K. pound,0.0893
05/01/1990,U.K. pound,0.0893
08/01/1990,U.K. pound,0.0893
09/01/1990,U.K. pound,0.0893
10/01/1990,U.K. pound,0.0893
11/01/1990,U.K. pound,0.0893
12/01/1990,U.K. pound,0.0893
15/01/1990,U.K. pound,0.0893
16/01/1990,U.K. pound,0.0893
17/01/1990,U.K. pound,0.0893
18/01/1990,U.K. pound,0.0893
19/01/1990,U.K. pound,0.0893
22/01/1990,U.K. pound,0.0893
23/01/1990,U.K. pound,0.0893
24/01/1990,U.K. pound,0.0893
25/01/1990,U.K. pound,0.0893
26/01/1990,U.K. pound,0.0893
29/01/1990,U.K. pound,0.0893
30/01/1990,U.K. pound,0.0893
31/01/1990,U.K. pound,0.0893
01/02/1990,U.K. pound,0.0893
02/02/1990,U.K. pound,0.0893
05/02/1990,U.K. pound,0.0893
06/02/1990,U.K. pound,0.0893
07/02/1990,U.K. pound,0.0893
08/02/1990,U.K. pound,0.0893
09/02/1990,U.K. pound,0.0893
12/02/1990,U.K. pound,0.0893
13/02/1990,U.K. pound,0.0893
14/02/1990,U.K. pound,0.0893
15/02/1990,U.K. pound,0.0893
16/02/1990,U.K. pound,0.0893
19/02/1990,U.K. pound,0.0893
20/02/1990,U.K. pound,0.0893
21/02/1990,U.K. pound,0.0893
22/02/1990,U.K. pound,0.0893
23/02/1990,U.K. pound,0.0893
26/02/1990,U.K. pound,0.0893
27/02/1990,U.K. pound,0.0893
28/02/1990,U.K. pound,0.0893
01/03/1990,U.K. pound,0.0893
02/03/1990,U.K. pound,0.0893
05/03/1990,U.K. pound,0.0893
06/03/1990,U.K. pound,0.0893
07/03/1990,U.K. pound,0.0893
08/03/1990,U.K. pound,0.0893
09/03/1990,U.K. pound,0.0893
12/03/1990,U.K. pound,0.0893
13/03/1990,U.K. pound,0.0893
14/03/1990,U.K. pound,0.0893
15/03/1990,U.K. pound,0.0893
16/03/1990,U.K. pound,0.0893
19/03/1990,U.K. pound,0.0893
20/03/1990,U.K. pound,0.0893
21/03/1990,U.K. pound,0.0893
22/03/1990,U.K. pound,0.0893
23/03/1990,U.K. pound,0.0893
26/03/1990,U.K. pound,0.0893
27/03/1990,U.K. pound,0.0893
28/03/1990,U.K. pound,0.0893
29/03/1990,U.K. pound,0.0893
30/03/1990,U.K. pound,0.0893
02/04/1990,U.K. pound,0.0893
03/04/1990,U.K. pound,0.0893
04/04/1990,U.K. pound,0.0893
05/04/1990,U.K. pound,0.0893
06/04/1990,U.K. pound,0.0893
09/04/1990,U.K. pound,0.0893
10/04/1990,U.K. pound,0.0893
11/04/1990,U.K. pound,0.0893
12/04/1990,U.K. pound,0.0893
13/04/1990,U.K. pound,0.0893
16/04/1990,U.K. pound,0.0893
17/04/1990,U.K. pound,0.0893
18/04/1990,U.K. pound,0.0893
19/04/1990,U.K. pound,0.0893
20/04/1990,U.K. pound,0.0893
23/04/1990,U.K. pound,0.0893
24/04/1990,U.K. pound,0.0893
25/04/1990,U.K. pound,0.0893
26/04/1990,U.K. pound,0.0893
27/04/1990,U.K. pound,0.0893
30/04/1990,U.K. pound,0.0893
01/05/1990,U.K. pound,0.0893
02/05/1990,U.K. pound,0.0893
03/05/1990,U.K. pound,0.0893
04/05/1990,U.K. pound,0.0893
07/05/1990,U.K. pound,0.0893
08/05/1990,U.K. pound,0.0893
09/05/1990,U.K. pound,0.0893
10/05/1990,U.K. pound,0.0893
11/05/1990,U.K. pound,0.0893
14/05/1990,U.K. pound,0.0893
15/05/1990,U.K. pound,0.0893
16/05/1990,U.K. pound,0.0893
17/05/1990,U.K. pound,0.0893
18/05/1990,U.K. pound,0.0893
21/05/1990,U.K. pound,0.0893
22/05/1990,U.K. pound,0.0893
23/05/1990,U.K. pound,0.0893
24/05/1990,U.K. pound,0.0893
25/05/1990,U.K. pound,0.0893
28/05/1990,U.K. pound,0.0893
29/05/1990,U.K. pound,0.0893
30/05/1990,U.K. pound,0.0893
31/05/1990,U.K. pound,0.0893
01/06/1990,U.K. pound,0.0893
04/06/1990,U.K. pound,0.0893
05/06/1990,U.K. pound,0.0893
06/06/1990,U.K. pound,0.0893
07/06/1990,U.K. pound,0.0893
08/06/1990,U.K. pound,0.0893
11/06/1990,U.K. pound,0.0893
12/06/1990,U.K. pound,0.0893
13/06/1990,U.K. pound,0.0893
14/06/1990,U.K. pound,0.0893
15/06/1990,U.K. pound,0.0893
18/06/1990,U.K. pound,0.0893
19/06/1990,U.K. pound,0.0893
20/06/1990,U.K. pound,0.0893
21/06/1990,U.K. pound,0.0893
22/06/1990,U.K. pound,0.0893
25/06/1990,U.K. pound,0.0893
26/06/1990,U.K. pound,0.0893
27/06/1990,U.K. pound,0.0893
28/06/1990,U.K. pound,0.0893
29/06/1990,U.K. pound,0.0893
02/07/1990,U.K. pound,0.0893
03/07/1990,U.K. pound,0.0893
04/07/1990,U.K. pound,0.0893
05/07/1990,U.K. pound,0.0893
06/07/1990,U.K. pound,0.0893
09/07/1990,U.K. pound,0.0893
10/07/1990,U.K. pound,0.0893
11/07/1990,U.K. pound,0.0893
12/07/1990,U.K. pound,0.0893
13/07/1990,U.K. pound,0.0893
16/07/1990,U.K. pound,0.0893
17/07/1990,U.K. pound,0.0893
18/07/1990,U.K. pound,0.0893
19/07/1990,U.K. pound,0.0893
20/07/1990,U.K. pound,0.0893
23/07/1990,U.K. pound,0.0893
24/07/1990,U.K. pound,0.0893
25/07/1990,U.K. pound,0.0893
26/07/1990,U.K. pound,0.0893
27/07/1990,U.K. pound,0.0893
30/07/1990,U.K. pound,0.0893
31/07/1990,U.K. pound,0.0893
01/08/1990,U.K. pound,0.0893
02/08/1990,U.K. pound,0.0893
03/08/1990,U.K. pound,0.0893
06/08/1990,U.K. pound,0.0893
07/08/1990,U.K. pound,0.0893
08/08/1990,U.K. pound,0.0893
09/08/1990,U.K. pound,0.0893
10/08/1990,U.K. pound,0.0893
13/08/1990,U.K. pound,0.0893
14/08/1990,U.K. pound,0.0893
15/08/1990,U.K. pound,0.0893
16/08/1990,U.K. pound,0.0893
17/08/1990,U.K. pound,0.0893
20/08/1990,U.K. pound,0.0893
21/08/1990,U.K. pound,0.0893
22/08/1990,U.K. pound,0.0893
23/08/1990,U.K. pound,0.0893
24/08/1990,U.K. pound,0.0893
27/08/1990,U.K. pound,0.0893
28/08/1990,U.K. pound,0.0893
29/08/1990,U.K. pound,0.0893
30/08/1990,U.K. pound,0.0893
31/08/1990,U.K. pound,0.0893
03/09/1990,U.K. pound,0.0893
04/09/1990,U.K. pound,0.0893
05/09/1990,U.K. pound,0.0893
06/09/1990,U.K. pound,0.0893
07/09/1990,U.K. pound,0.0893
10/09/1990,U.K. pound,0.0893
11/09/1990,U.K. pound,0.0893
12/09/1990,U.K. pound,0.0893
13/09/1990,U.K. pound,0.0893
14/09/1990,U.K. pound,0.0893
17/09/1990,U.K. pound,0.0893
18/09/1990,U.K. pound,0.0893
19/09/1990,U.K. pound,0.0893
20/09/1990,U.K. pound,0.0893
21/09/1990,U.K. pound,0.0893
24/09/1990,U.K. pound,0.0893
25/09/1990,U.K. pound,0.0893
26/09/1990,U.K. pound,0.0893
27/09/1990,U.K. pound,0.0893
28/09/1990,U.K. pound,0.0893
01/10/1990,U.K. pound,0.0893
02/10/1990,U.K. pound,0.0893
03/10/1990,U.K. pound,0.0893
04/10/1990,U.K. pound,0.0893
05/10/1990,U.K. pound,0.0893
08/10/1990,U.K. pound,0.0893
09/10/1990,U.K. pound,0.0893
10/10/1990,U.K. pound,0.0893
11/10/1990,U.K. pound,0.0893
12/10/1990,U.K. pound,0.0893
15/10/1990,U.K. pound,0.0893
16/10/1990,U.K. pound,0.0893
17/10/1990,U.K. pound,0.0893
18/10/1990,U.K. pound,0.0893
19/10/1990,U.K. pound,0.0893
22/10/1990,U.K. pound,0.0893
23/10/1990,U.K. pound,0.0893
24/10/1990,U.K. pound,0.0893
25/10/1990,U.K. pound,0.0893
26/10/1990,U.K. pound,0.0893
29/10/1990,U.K. pound,0.0893
30/10/1990,U.K. pound,0.0893
31/10/1990,U.K. pound,0.0893
01/11/1990,U.K. pound,0.0893
02/11/1990,U.K. pound,0.0893
05/11/1990,U.K. pound,0.0893
06/11/1990,U.K. pound,0.0893
07/11/1990,U.K. pound,0.0893
08/11/1990,U.K. pound,0.0893
09/11/1990,U.K. pound,0.0893
12/11/1990,U.K. pound,0.0893
13/11/1990,U.K. pound,0.0893
14/11/1990,U.K. pound,0.0893
15/11/1990,U.K. pound,0.0893
16/11/1990,U.K. pound,0.0893
19/11/1990,U.K. pound,0.0893
20/11/1990,U.K. pound,0.0893
21/11/1990,U.K. pound,0.0893
22/11/1990,U.K. pound,0.0893
23/11/1990,U.K. pound,0.0893
26/11/1990,U.K. pound,0.0893
27/11/1990,U.K. pound,0.0893
28/11/1990,U.K. pound,0.0893
29/11/1990,U.K. pound,0.0893
30/11/1990,U.K. pound,0.0893
03/12/1990,U.K. pound,0.0893
04/12/1990,U.K. pound,0.0893
05/12/1990,U.K. pound,0.0893
06/12/1990,U.K. pound,0.0893
07/12/1990,U.K. pound,0.0893
10/12/1990,U.K. pound,0.0893
11/12/1990,U.K. pound,0.0893
12/12/1990,U.K. pound,0.0893
13/12/1990,U.K. pound,0.0893
14/12/1990,U.K. pound,0.0893
17/12/1990,U.K. pound,0.0893
18/12/1990,U.K. pound,0.0893
19/12/1990,U.K. pound,0.0893
20/12/1990,U.K. pound,0.0893
21/12/1990,U.K. pound,0.0893
24/12/1990,U.K. pound,0.0893
26/12/1990,U.K. pound,0.0893
27/12/1990,U.K. pound,0.0893
28/12/1990,U.K. pound,0.0893
31/12/1990,U.K. pound,0.0893
02/01/1991,U.K. pound,0.0812
03/01/1991,U.K. pound,0.0812
04/01/1991,U.K. pound,0.0812
07/01/1991,U.K. pound,0.0812
08/01/1991,U.K. pound,0.0812
09/01/1991,U.K. pound,0.0812
10/01/1991,U.K. pound,0.0812
11/01/1991,U.K. pound,0.0812
14/01/1991,U.K. pound,0.0812
15/01/1991,U.K. pound,0.0812
16/01/1991,U.K. pound,0.0812
17/01/1991,U.K. pound,0.0812
18/01/1991,U.K. pound,0.0812
21/01/1991,U.K. pound,0.0812
22/01/1991,U.K. pound,0.0812
23/01/1991,U.K. pound,0.0812
24/01/1991,U.K. pound,0.0812
25/01/1991,U.K. pound,0.0812
28/01/1991,U.K. pound,0.0812
29/01/1991,U.K. pound,0.0812
30/01/1991,U.K. pound,0.0812
31/01/1991,U.K. pound,0.0812
01/02/1991,U.K. pound,0.0812
04/02/1991,U.K. pound,0.0812
05/02/1991,U.K. pound,0.0812
06/02/1991,U.K. pound,0.0812
07/02/1991,U.K. pound,0.0812
08/02/1991,U.K. pound,0.0812
11/02/1991,U.K. pound,0.0812
12/02/1991,U.K. pound,0.0812
13/02/1991,U.K. pound,0.0812
14/02/1991,U.K. pound,0.0812
15/02/1991,U.K. pound,0.0812
18/02/1991,U.K. pound,0.0812
19/02/1991,U.K. pound,0.0812
20/02/1991,U.K. pound,0.0812
21/02/1991,U.K. pound,0.0812
22/02/1991,U.K. pound,0.0812
25/02/1991,U.K. pound,0.0812
26/02/1991,U.K. pound,0.0812
27/02/1991,U.K. pound,0.0812
28/02/1991,U.K. pound,0.0812
01/03/1991,U.K. pound,0.0812
04/03/1991,U.K. pound,0.0812
05/03/1991,U.K. pound,0.0812
06/03/1991,U.K. pound,0.0812
07/03/1991,U.K. pound,0.0812
08/03/1991,U.K. pound,0.0812
11/03/1991,U.K. pound,0.0812
12/03/1991,U.K. pound,0.0812
13/03/1991,U.K. pound,0.0812
14/03/1991,U.K. pound,0.0812
15/03/1991,U.K. pound,0.0812
18/03/1991,U.K. pound,0.0812
19/03/1991,U.K. pound,0.0812
20/03/1991,U.K. pound,0.0812
21/03/1991,U.K. pound,0.0812
22/03/1991,U.K. pound,0.0812
25/03/1991,U.K. pound,0.0812
26/03/1991,U.K. pound,0.0812
27/03/1991,U.K. pound,0.0812
28/03/1991,U.K. pound,0.0812
29/03/1991,U.K. pound,0.0812
01/04/1991,U.K. pound,0.0812
02/04/1991,U.K. pound,0.0812
03/04/1991,U.K. pound,0.0812
04/04/1991,U.K. pound,0.0812
05/04/1991,U.K. pound,0.0812
08/04/1991,U.K. pound,0.0812
09/04/1991,U.K. pound,0.0812
10/04/1991,U.K. pound,0.0812
11/04/1991,U.K. pound,0.0812
12/04/1991,U.K. pound,0.0812
15/04/1991,U.K. pound,0.0812
16/04/1991,U.K. pound,0.0812
17/04/1991,U.K. pound,0.0812
18/04/1991,U.K. pound,0.0812
19/04/1991,U.K. pound,0.0812
22/04/1991,U.K. pound,0.0812
23/04/1991,U.K. pound,0.0812
24/04/1991,U.K. pound,0.0812
25/04/1991,U.K. pound,0.0812
26/04/1991,U.K. pound,0.0812
29/04/1991,U.K. pound,0.0812
30/04/1991,U.K. pound,0.0812
01/05/1991,U.K. pound,0.0812
02/05/1991,U.K. pound,0.0812
03/05/1991,U.K. pound,0.0812
06/05/1991,U.K. pound,0.0812
07/05/1991,U.K. pound,0.0812
08/05/1991,U.K. pound,0.0812
09/05/1991,U.K. pound,0.0812
10/05/1991,U.K. pound,0.0812
13/05/1991,U.K. pound,0.0812
14/05/1991,U.K. pound,0.0812
15/05/1991,U.K. pound,0.0812
16/05/1991,U.K. pound,0.0812
17/05/1991,U.K. pound,0.0812
20/05/1991,U.K. pound,0.0812
21/05/1991,U.K. pound,0.0812
22/05/1991,U.K. pound,0.0812
23/05/1991,U.K. pound,0.0812
24/05/1991,U.K. pound,0.0812
28/05/1991,U.K. pound,0.0812
29/05/1991,U.K. pound,0.0812
30/05/1991,U.K. pound,0.0812
31/05/1991,U.K. pound,0.0812
03/06/1991,U.K. pound,0.0812
04/06/1991,U.K. pound,0.0812
05/06/1991,U.K. pound,0.0812
06/06/1991,U.K. pound,0.0812
07/06/1991,U.K. pound,0.0812
10/06/1991,U.K. pound,0.0812
11/06/1991,U.K. pound,0.0812
