SDR_Valuations,Currency,US_Dollar equivalent
16/06/2015,U.K. pound,0.1730
17/06/2015,U.K. pound,0.1747
18/06/2015,U.K. pound,0.1765
19/06/2015,U.K. pound,0.1759
22/06/2015,U.K. pound,0.1756
23/06/2015,U.K. pound,0.1751
24/06/2015,U.K. pound,0.1749
25/06/2015,U.K. pound,0.1744
26/06/2015,U.K. pound,0.1747
29/06/2015,U.K. pound,0.1742
30/06/2015,U.K. pound,0.1745
01/07/2015,U.K. pound,0.1738
02/07/2015,U.K. pound,0.1731
06/07/2015,U.K. pound,0.1727
07/07/2015,U.K. pound,0.1716
08/07/2015,U.K. pound,0.1705
09/07/2015,U.K. pound,0.1708
10/07/2015,U.K. pound,0.1723
13/07/2015,U.K. pound,0.1727
14/07/2015,U.K. pound,0.1728
15/07/2015,U.K. pound,0.1735
16/07/2015,U.K. pound,0.1733
17/07/2015,U.K. pound,0.1732
20/07/2015,U.K. pound,0.1727
21/07/2015,U.K. pound,0.1726
22/07/2015,U.K. pound,0.1732
23/07/2015,U.K. pound,0.1731
24/07/2015,U.K. pound,0.1720
27/07/2015,U.K. pound,0.1722
28/07/2015,U.K. pound,0.1731
29/07/2015,U.K. pound,0.1736
30/07/2015,U.K. pound,0.1734
31/07/2015,U.K. pound,0.1729
03/08/2015,U.K. pound,0.1732
04/08/2015,U.K. pound,0.1731
05/08/2015,U.K. pound,0.1731
06/08/2015,U.K. pound,0.1730
07/08/2015,U.K. pound,0.1722
10/08/2015,U.K. pound,0.1717
11/08/2015,U.K. pound,0.1729
12/08/2015,U.K. pound,0.1730
13/08/2015,U.K. pound,0.1734
14/08/2015,U.K. pound,0.1735
17/08/2015,U.K. pound,0.1735
18/08/2015,U.K. pound,0.1743
19/08/2015,U.K. pound,0.1739
20/08/2015,U.K. pound,0.1737
21/08/2015,U.K. pound,0.1741
24/08/2015,U.K. pound,0.1745
25/08/2015,U.K. pound,0.1753
26/08/2015,U.K. pound,0.1734
27/08/2015,U.K. pound,0.1715
28/08/2015,U.K. pound,0.1708
31/08/2015,U.K. pound,0.1705
01/09/2015,U.K. pound,0.1704
02/09/2015,U.K. pound,0.1696
03/09/2015,U.K. pound,0.1696
04/09/2015,U.K. pound,0.1690
08/09/2015,U.K. pound,0.1706
09/09/2015,U.K. pound,0.1705
10/09/2015,U.K. pound,0.1708
11/09/2015,U.K. pound,0.1712
14/09/2015,U.K. pound,0.1713
15/09/2015,U.K. pound,0.1713
16/09/2015,U.K. pound,0.1713
17/09/2015,U.K. pound,0.1724
18/09/2015,U.K. pound,0.1736
21/09/2015,U.K. pound,0.1724
22/09/2015,U.K. pound,0.1714
23/09/2015,U.K. pound,0.1700
24/09/2015,U.K. pound,0.1695
25/09/2015,U.K. pound,0.1689
28/09/2015,U.K. pound,0.1687
29/09/2015,U.K. pound,0.1686
30/09/2015,U.K. pound,0.1687
01/10/2015,U.K. pound,0.1680
02/10/2015,U.K. pound,0.1682
05/10/2015,U.K. pound,0.1686
06/10/2015,U.K. pound,0.1683
07/10/2015,U.K. pound,0.1700
08/10/2015,U.K. pound,0.1703
09/10/2015,U.K. pound,0.1703
13/10/2015,U.K. pound,0.1692
14/10/2015,U.K. pound,0.1705
15/10/2015,U.K. pound,0.1719
16/10/2015,U.K. pound,0.1715
19/10/2015,U.K. pound,0.1720
20/10/2015,U.K. pound,0.1718
21/10/2015,U.K. pound,0.1715
22/10/2015,U.K. pound,0.1718
23/10/2015,U.K. pound,0.1708
26/10/2015,U.K. pound,0.1703
27/10/2015,U.K. pound,0.1702
28/10/2015,U.K. pound,0.1697
29/10/2015,U.K. pound,0.1694
30/10/2015,U.K. pound,0.1704
02/11/2015,U.K. pound,0.1717
03/11/2015,U.K. pound,0.1709
04/11/2015,U.K. pound,0.1712
05/11/2015,U.K. pound,0.1708
06/11/2015,U.K. pound,0.1680
09/11/2015,U.K. pound,0.1677
10/11/2015,U.K. pound,0.1677
11/11/2015,U.K. pound,0.1683
12/11/2015,U.K. pound,0.1686
13/11/2015,U.K. pound,0.1690
16/11/2015,U.K. pound,0.1687
17/11/2015,U.K. pound,0.1687
18/11/2015,U.K. pound,0.1689
19/11/2015,U.K. pound,0.1694
20/11/2015,U.K. pound,0.1695
23/11/2015,U.K. pound,0.1679
24/11/2015,U.K. pound,0.1677
25/11/2015,U.K. pound,0.1672
30/11/2015,U.K. pound,0.1666
01/12/2015,U.K. pound,0.1674
02/12/2015,U.K. pound,0.1669
03/12/2015,U.K. pound,0.1658
04/12/2015,U.K. pound,0.1678
07/12/2015,U.K. pound,0.1672
08/12/2015,U.K. pound,0.1665
09/12/2015,U.K. pound,0.1673
10/12/2015,U.K. pound,0.1685
11/12/2015,U.K. pound,0.1682
14/12/2015,U.K. pound,0.1678
15/12/2015,U.K. pound,0.1682
16/12/2015,U.K. pound,0.1668
17/12/2015,U.K. pound,0.1656
18/12/2015,U.K. pound,0.1656
21/12/2015,U.K. pound,0.1654
22/12/2015,U.K. pound,0.1651
23/12/2015,U.K. pound,0.1653
24/12/2015,U.K. pound,0.1656
28/12/2015,U.K. pound,0.1652
29/12/2015,U.K. pound,0.1645
30/12/2015,U.K. pound,0.1644
31/12/2015,U.K. pound,0.1645
04/01/2016,U.K. pound,0.1639
05/01/2016,U.K. pound,0.1628
06/01/2016,U.K. pound,0.1628
07/01/2016,U.K. pound,0.1617
08/01/2016,U.K. pound,0.1621
11/01/2016,U.K. pound,0.1617
12/01/2016,U.K. pound,0.1602
13/01/2016,U.K. pound,0.1598
14/01/2016,U.K. pound,0.1597
15/01/2016,U.K. pound,0.1593
19/01/2016,U.K. pound,0.1588
20/01/2016,U.K. pound,0.1571
21/01/2016,U.K. pound,0.1567
22/01/2016,U.K. pound,0.1586
25/01/2016,U.K. pound,0.1580
26/01/2016,U.K. pound,0.1580
27/01/2016,U.K. pound,0.1588
28/01/2016,U.K. pound,0.1588
29/01/2016,U.K. pound,0.1588
01/02/2016,U.K. pound,0.1584
02/02/2016,U.K. pound,0.1601
03/02/2016,U.K. pound,0.1609
04/02/2016,U.K. pound,0.1620
05/02/2016,U.K. pound,0.1613
08/02/2016,U.K. pound,0.1601
09/02/2016,U.K. pound,0.1601
10/02/2016,U.K. pound,0.1612
11/02/2016,U.K. pound,0.1601
12/02/2016,U.K. pound,0.1613
16/02/2016,U.K. pound,0.1601
17/02/2016,U.K. pound,0.1589
18/02/2016,U.K. pound,0.1595
19/02/2016,U.K. pound,0.1586
22/02/2016,U.K. pound,0.1568
23/02/2016,U.K. pound,0.1566
24/02/2016,U.K. pound,0.1541
25/02/2016,U.K. pound,0.1549
26/02/2016,U.K. pound,0.1550
29/02/2016,U.K. pound,0.1538
01/03/2016,U.K. pound,0.1551
02/03/2016,U.K. pound,0.1554
03/03/2016,U.K. pound,0.1560
04/03/2016,U.K. pound,0.1570
07/03/2016,U.K. pound,0.1571
08/03/2016,U.K. pound,0.1578
09/03/2016,U.K. pound,0.1578
10/03/2016,U.K. pound,0.1577
11/03/2016,U.K. pound,0.1587
14/03/2016,U.K. pound,0.1592
15/03/2016,U.K. pound,0.1572
16/03/2016,U.K. pound,0.1565
17/03/2016,U.K. pound,0.1594
18/03/2016,U.K. pound,0.1606
21/03/2016,U.K. pound,0.1598
22/03/2016,U.K. pound,0.1587
23/03/2016,U.K. pound,0.1573
24/03/2016,U.K. pound,0.1568
25/03/2016,U.K. pound,0.1569
28/03/2016,U.K. pound,0.1582
29/03/2016,U.K. pound,0.1583
30/03/2016,U.K. pound,0.1599
31/03/2016,U.K. pound,0.1599
01/04/2016,U.K. pound,0.1586
04/04/2016,U.K. pound,0.1580
05/04/2016,U.K. pound,0.1577
06/04/2016,U.K. pound,0.1562
07/04/2016,U.K. pound,0.1563
08/04/2016,U.K. pound,0.1562
11/04/2016,U.K. pound,0.1580
12/04/2016,U.K. pound,0.1589
13/04/2016,U.K. pound,0.1582
14/04/2016,U.K. pound,0.1570
15/04/2016,U.K. pound,0.1575
18/04/2016,U.K. pound,0.1576
19/04/2016,U.K. pound,0.1595
20/04/2016,U.K. pound,0.1596
21/04/2016,U.K. pound,0.1596
22/04/2016,U.K. pound,0.1596
25/04/2016,U.K. pound,0.1604
26/04/2016,U.K. pound,0.1617
27/04/2016,U.K. pound,0.1621
28/04/2016,U.K. pound,0.1615
29/04/2016,U.K. pound,0.1622
02/05/2016,U.K. pound,0.1627
03/05/2016,U.K. pound,0.1629
04/05/2016,U.K. pound,0.1607
05/05/2016,U.K. pound,0.1605
06/05/2016,U.K. pound,0.1610
09/05/2016,U.K. pound,0.1603
10/05/2016,U.K. pound,0.1601
11/05/2016,U.K. pound,0.1601
12/05/2016,U.K. pound,0.1603
13/05/2016,U.K. pound,0.1600
16/05/2016,U.K. pound,0.1593
17/05/2016,U.K. pound,0.1607
18/05/2016,U.K. pound,0.1608
19/05/2016,U.K. pound,0.1625
20/05/2016,U.K. pound,0.1618
23/05/2016,U.K. pound,0.1606
24/05/2016,U.K. pound,0.1621
25/05/2016,U.K. pound,0.1627
26/05/2016,U.K. pound,0.1631
27/05/2016,U.K. pound,0.1627
31/05/2016,U.K. pound,0.1623
01/06/2016,U.K. pound,0.1604
02/06/2016,U.K. pound,0.1602
03/06/2016,U.K. pound,0.1599
06/06/2016,U.K. pound,0.1598
07/06/2016,U.K. pound,0.1619
08/06/2016,U.K. pound,0.1617
09/06/2016,U.K. pound,0.1606
10/06/2016,U.K. pound,0.1601
13/06/2016,U.K. pound,0.1572
14/06/2016,U.K. pound,0.1572
15/06/2016,U.K. pound,0.1576
16/06/2016,U.K. pound,0.1568
17/06/2016,U.K. pound,0.1582
20/06/2016,U.K. pound,0.1623
21/06/2016,U.K. pound,0.1637
22/06/2016,U.K. pound,0.1629
23/06/2016,U.K. pound,0.1653
24/06/2016,U.K. pound,0.1521
27/06/2016,U.K. pound,0.1466
28/06/2016,U.K. pound,0.1481
29/06/2016,U.K. pound,0.1490
30/06/2016,U.K. pound,0.1497
01/07/2016,U.K. pound,0.1475
05/07/2016,U.K. pound,0.1461
06/07/2016,U.K. pound,0.1441
07/07/2016,U.K. pound,0.1446
08/07/2016,U.K. pound,0.1441
11/07/2016,U.K. pound,0.1441
12/07/2016,U.K. pound,0.1461
13/07/2016,U.K. pound,0.1476
14/07/2016,U.K. pound,0.1467
15/07/2016,U.K. pound,0.1484
18/07/2016,U.K. pound,0.1469
19/07/2016,U.K. pound,0.1462
20/07/2016,U.K. pound,0.1462
21/07/2016,U.K. pound,0.1464
22/07/2016,U.K. pound,0.1455
25/07/2016,U.K. pound,0.1458
26/07/2016,U.K. pound,0.1456
27/07/2016,U.K. pound,0.1454
28/07/2016,U.K. pound,0.1460
29/07/2016,U.K. pound,0.1463
01/08/2016,U.K. pound,0.1463
02/08/2016,U.K. pound,0.1469
03/08/2016,U.K. pound,0.1481
04/08/2016,U.K. pound,0.1475
05/08/2016,U.K. pound,0.1461
08/08/2016,U.K. pound,0.1450
09/08/2016,U.K. pound,0.1441
10/08/2016,U.K. pound,0.1451
11/08/2016,U.K. pound,0.1441
12/08/2016,U.K. pound,0.1439
15/08/2016,U.K. pound,0.1434
16/08/2016,U.K. pound,0.1441
17/08/2016,U.K. pound,0.1444
18/08/2016,U.K. pound,0.1460
19/08/2016,U.K. pound,0.1456
22/08/2016,U.K. pound,0.1453
23/08/2016,U.K. pound,0.1463
24/08/2016,U.K. pound,0.1470
25/08/2016,U.K. pound,0.1465
26/08/2016,U.K. pound,0.1465
29/08/2016,U.K. pound,0.1452
30/08/2016,U.K. pound,0.1452
31/08/2016,U.K. pound,0.1458
01/09/2016,U.K. pound,0.1470
02/09/2016,U.K. pound,0.1472
06/09/2016,U.K. pound,0.1480
07/09/2016,U.K. pound,0.1485
08/09/2016,U.K. pound,0.1484
09/09/2016,U.K. pound,0.1478
12/09/2016,U.K. pound,0.1472
13/09/2016,U.K. pound,0.1473
14/09/2016,U.K. pound,0.1465
15/09/2016,U.K. pound,0.1468
16/09/2016,U.K. pound,0.1462
19/09/2016,U.K. pound,0.1449
20/09/2016,U.K. pound,0.1440
21/09/2016,U.K. pound,0.1443
22/09/2016,U.K. pound,0.1449
23/09/2016,U.K. pound,0.1440
26/09/2016,U.K. pound,0.1435
27/09/2016,U.K. pound,0.1438
28/09/2016,U.K. pound,0.1445
29/09/2016,U.K. pound,0.1445
30/09/2016,U.K. pound,0.1439
03/10/2016,U.K. pound,0.1107
04/10/2016,U.K. pound,0.1097
05/10/2016,U.K. pound,0.1094
06/10/2016,U.K. pound,0.1092
07/10/2016,U.K. pound,0.1064
11/10/2016,U.K. pound,0.1053
12/10/2016,U.K. pound,0.1053
13/10/2016,U.K. pound,0.1049
14/10/2016,U.K. pound,0.1052
17/10/2016,U.K. pound,0.1045
18/10/2016,U.K. pound,0.1056
19/10/2016,U.K. pound,0.1057
20/10/2016,U.K. pound,0.1054
21/10/2016,U.K. pound,0.1049
24/10/2016,U.K. pound,0.1052
25/10/2016,U.K. pound,0.1051
26/10/2016,U.K. pound,0.1050
27/10/2016,U.K. pound,0.1054
28/10/2016,U.K. pound,0.1043
31/10/2016,U.K. pound,0.1046
01/11/2016,U.K. pound,0.1051
02/11/2016,U.K. pound,0.1058
03/11/2016,U.K. pound,0.1071
04/11/2016,U.K. pound,0.1074
07/11/2016,U.K. pound,0.1067
08/11/2016,U.K. pound,0.1066
09/11/2016,U.K. pound,0.1069
10/11/2016,U.K. pound,0.1067
11/11/2016,U.K. pound,0.1085
14/11/2016,U.K. pound,0.1077
15/11/2016,U.K. pound,0.1068
16/11/2016,U.K. pound,0.1068
17/11/2016,U.K. pound,0.1074
18/11/2016,U.K. pound,0.1067
21/11/2016,U.K. pound,0.1064
22/11/2016,U.K. pound,0.1070
23/11/2016,U.K. pound,0.1065
28/11/2016,U.K. pound,0.1066
29/11/2016,U.K. pound,0.1072
30/11/2016,U.K. pound,0.1070
01/12/2016,U.K. pound,0.1085
02/12/2016,U.K. pound,0.1085
05/12/2016,U.K. pound,0.1094
06/12/2016,U.K. pound,0.1096
07/12/2016,U.K. pound,0.1082
08/12/2016,U.K. pound,0.1090
09/12/2016,U.K. pound,0.1083
12/12/2016,U.K. pound,0.1086
13/12/2016,U.K. pound,0.1092
14/12/2016,U.K. pound,0.1087
15/12/2016,U.K. pound,0.1073
16/12/2016,U.K. pound,0.1068
19/12/2016,U.K. pound,0.1067
20/12/2016,U.K. pound,0.1061
21/12/2016,U.K. pound,0.1063
22/12/2016,U.K. pound,0.1060
23/12/2016,U.K. pound,0.1053
27/12/2016,U.K. pound,0.1053
28/12/2016,U.K. pound,0.1051
29/12/2016,U.K. pound,0.1053
30/12/2016,U.K. pound,0.1057
03/01/2017,U.K. pound,0.1056
04/01/2017,U.K. pound,0.1056
05/01/2017,U.K. pound,0.1058
06/01/2017,U.K. pound,0.1063
09/01/2017,U.K. pound,0.1046
10/01/2017,U.K. pound,0.1044
11/01/2017,U.K. pound,0.1042
12/01/2017,U.K. pound,0.1056
13/01/2017,U.K. pound,0.1047
17/01/2017,U.K. pound,0.1050
18/01/2017,U.K. pound,0.1056
19/01/2017,U.K. pound,0.1059
23/01/2017,U.K. pound,0.1069
24/01/2017,U.K. pound,0.1070
25/01/2017,U.K. pound,0.1081
26/01/2017,U.K. pound,0.1082
27/01/2017,U.K. pound,0.1077
30/01/2017,U.K. pound,0.1076
31/01/2017,U.K. pound,0.1071
01/02/2017,U.K. pound,0.1087
02/02/2017,U.K. pound,0.1089
03/02/2017,U.K. pound,0.1073
06/02/2017,U.K. pound,0.1072
07/02/2017,U.K. pound,0.1064
08/02/2017,U.K. pound,0.1073
09/02/2017,U.K. pound,0.1079
10/02/2017,U.K. pound,0.1070
13/02/2017,U.K. pound,0.1077
14/02/2017,U.K. pound,0.1071
15/02/2017,U.K. pound,0.1068
16/02/2017,U.K. pound,0.1074
17/02/2017,U.K. pound,0.1067
21/02/2017,U.K. pound,0.1067
22/02/2017,U.K. pound,0.1069
23/02/2017,U.K. pound,0.1072
24/02/2017,U.K. pound,0.1079
27/02/2017,U.K. pound,0.1067
28/02/2017,U.K. pound,0.1069
01/03/2017,U.K. pound,0.1058
02/03/2017,U.K. pound,0.1056
03/03/2017,U.K. pound,0.1051
06/03/2017,U.K. pound,0.1054
07/03/2017,U.K. pound,0.1047
08/03/2017,U.K. pound,0.1044
09/03/2017,U.K. pound,0.1044
10/03/2017,U.K. pound,0.1044
13/03/2017,U.K. pound,0.1051
14/03/2017,U.K. pound,0.1042
15/03/2017,U.K. pound,0.1048
16/03/2017,U.K. pound,0.1057
17/03/2017,U.K. pound,0.1062
20/03/2017,U.K. pound,0.1064
21/03/2017,U.K. pound,0.1071
22/03/2017,U.K. pound,0.1070
23/03/2017,U.K. pound,0.1074
24/03/2017,U.K. pound,0.1074
27/03/2017,U.K. pound,0.1082
28/03/2017,U.K. pound,0.1079
29/03/2017,U.K. pound,0.1068
30/03/2017,U.K. pound,0.1070
31/03/2017,U.K. pound,0.1070
03/04/2017,U.K. pound,0.1075
04/04/2017,U.K. pound,0.1070
05/04/2017,U.K. pound,0.1072
06/04/2017,U.K. pound,0.1071
07/04/2017,U.K. pound,0.1068
10/04/2017,U.K. pound,0.1066
11/04/2017,U.K. pound,0.1068
12/04/2017,U.K. pound,0.1074
13/04/2017,U.K. pound,0.1078
14/04/2017,U.K. pound,0.1077
17/04/2017,U.K. pound,0.1078
18/04/2017,U.K. pound,0.1088
19/04/2017,U.K. pound,0.1104
20/04/2017,U.K. pound,0.1100
21/04/2017,U.K. pound,0.1100
24/04/2017,U.K. pound,0.1102
25/04/2017,U.K. pound,0.1102
26/04/2017,U.K. pound,0.1102
27/04/2017,U.K. pound,0.1109
28/04/2017,U.K. pound,0.1112
01/05/2017,U.K. pound,0.1110
02/05/2017,U.K. pound,0.1111
03/05/2017,U.K. pound,0.1111
04/05/2017,U.K. pound,0.1108
05/05/2017,U.K. pound,0.1112
08/05/2017,U.K. pound,0.1114
09/05/2017,U.K. pound,0.1111
10/05/2017,U.K. pound,0.1113
11/05/2017,U.K. pound,0.1108
12/05/2017,U.K. pound,0.1105
15/05/2017,U.K. pound,0.1111
16/05/2017,U.K. pound,0.1108
17/05/2017,U.K. pound,0.1115
18/05/2017,U.K. pound,0.1120
19/05/2017,U.K. pound,0.1118
22/05/2017,U.K. pound,0.1117
23/05/2017,U.K. pound,0.1114
24/05/2017,U.K. pound,0.1114
25/05/2017,U.K. pound,0.1114
26/05/2017,U.K. pound,0.1105
30/05/2017,U.K. pound,0.1106
31/05/2017,U.K. pound,0.1103
01/06/2017,U.K. pound,0.1105
02/06/2017,U.K. pound,0.1105
05/06/2017,U.K. pound,0.1109
06/06/2017,U.K. pound,0.1109
07/06/2017,U.K. pound,0.1109
08/06/2017,U.K. pound,0.1112
09/06/2017,U.K. pound,0.1096
12/06/2017,U.K. pound,0.1091
13/06/2017,U.K. pound,0.1094
14/06/2017,U.K. pound,0.1094
15/06/2017,U.K. pound,0.1098
16/06/2017,U.K. pound,0.1098
19/06/2017,U.K. pound,0.1100
20/06/2017,U.K. pound,0.1089
21/06/2017,U.K. pound,0.1090
22/06/2017,U.K. pound,0.1089
23/06/2017,U.K. pound,0.1095
26/06/2017,U.K. pound,0.1095
27/06/2017,U.K. pound,0.1096
28/06/2017,U.K. pound,0.1102
29/06/2017,U.K. pound,0.1114
30/06/2017,U.K. pound,0.1115
03/07/2017,U.K. pound,0.1113
05/07/2017,U.K. pound,0.1109
06/07/2017,U.K. pound,0.1114
07/07/2017,U.K. pound,0.1108
10/07/2017,U.K. pound,0.1107
11/07/2017,U.K. pound,0.1109
12/07/2017,U.K. pound,0.1105
13/07/2017,U.K. pound,0.1111
14/07/2017,U.K. pound,0.1115
17/07/2017,U.K. pound,0.1123
18/07/2017,U.K. pound,0.1119
19/07/2017,U.K. pound,0.1122
20/07/2017,U.K. pound,0.1112
21/07/2017,U.K. pound,0.1118
24/07/2017,U.K. pound,0.1120
25/07/2017,U.K. pound,0.1120
26/07/2017,U.K. pound,0.1122
27/07/2017,U.K. pound,0.1130
28/07/2017,U.K. pound,0.1125
31/07/2017,U.K. pound,0.1128
01/08/2017,U.K. pound,0.1136
02/08/2017,U.K. pound,0.1137
03/08/2017,U.K. pound,0.1133
04/08/2017,U.K. pound,0.1129
07/08/2017,U.K. pound,0.1122
08/08/2017,U.K. pound,0.1120
09/08/2017,U.K. pound,0.1118
10/08/2017,U.K. pound,0.1117
11/08/2017,U.K. pound,0.1114
14/08/2017,U.K. pound,0.1115
15/08/2017,U.K. pound,0.1107
16/08/2017,U.K. pound,0.1106
17/08/2017,U.K. pound,0.1106
18/08/2017,U.K. pound,0.1108
21/08/2017,U.K. pound,0.1108
22/08/2017,U.K. pound,0.1102
23/08/2017,U.K. pound,0.1101
24/08/2017,U.K. pound,0.1102
25/08/2017,U.K. pound,0.1103
28/08/2017,U.K. pound,0.1109
29/08/2017,U.K. pound,0.1113
30/08/2017,U.K. pound,0.1111
31/08/2017,U.K. pound,0.1107
01/09/2017,U.K. pound,0.1112
05/09/2017,U.K. pound,0.1114
06/09/2017,U.K. pound,0.1121
07/09/2017,U.K. pound,0.1125
08/09/2017,U.K. pound,0.1134
11/09/2017,U.K. pound,0.1136
12/09/2017,U.K. pound,0.1141
13/09/2017,U.K. pound,0.1140
14/09/2017,U.K. pound,0.1138
15/09/2017,U.K. pound,0.1167
18/09/2017,U.K. pound,0.1164
19/09/2017,U.K. pound,0.1160
20/09/2017,U.K. pound,0.1163
21/09/2017,U.K. pound,0.1159
22/09/2017,U.K. pound,0.1165
25/09/2017,U.K. pound,0.1158
26/09/2017,U.K. pound,0.1154
27/09/2017,U.K. pound,0.1154
28/09/2017,U.K. pound,0.1153
29/09/2017,U.K. pound,0.1150
02/10/2017,U.K. pound,0.1144
03/10/2017,U.K. pound,0.1140
04/10/2017,U.K. pound,0.1142
05/10/2017,U.K. pound,0.1133
06/10/2017,U.K. pound,0.1123
10/10/2017,U.K. pound,0.1134
11/10/2017,U.K. pound,0.1134
12/10/2017,U.K. pound,0.1132
13/10/2017,U.K. pound,0.1142
16/10/2017,U.K. pound,0.1143
17/10/2017,U.K. pound,0.1135
18/10/2017,U.K. pound,0.1133
19/10/2017,U.K. pound,0.1132
20/10/2017,U.K. pound,0.1133
23/10/2017,U.K. pound,0.1132
24/10/2017,U.K. pound,0.1133
25/10/2017,U.K. pound,0.1138
26/10/2017,U.K. pound,0.1136
27/10/2017,U.K. pound,0.1126
30/10/2017,U.K. pound,0.1134
31/10/2017,U.K. pound,0.1136
01/11/2017,U.K. pound,0.1143
02/11/2017,U.K. pound,0.1129
03/11/2017,U.K. pound,0.1125
06/11/2017,U.K. pound,0.1127
07/11/2017,U.K. pound,0.1129
08/11/2017,U.K. pound,0.1127
09/11/2017,U.K. pound,0.1128
10/11/2017,U.K. pound,0.1131
13/11/2017,U.K. pound,0.1125
14/11/2017,U.K. pound,0.1127
15/11/2017,U.K. pound,0.1132
16/11/2017,U.K. pound,0.1134
17/11/2017,U.K. pound,0.1134
20/11/2017,U.K. pound,0.1138
21/11/2017,U.K. pound,0.1137
22/11/2017,U.K. pound,0.1139
27/11/2017,U.K. pound,0.1147
28/11/2017,U.K. pound,0.1143
29/11/2017,U.K. pound,0.1152
30/11/2017,U.K. pound,0.1156
01/12/2017,U.K. pound,0.1160
04/12/2017,U.K. pound,0.1161
05/12/2017,U.K. pound,0.1153
06/12/2017,U.K. pound,0.1148
07/12/2017,U.K. pound,0.1146
08/12/2017,U.K. pound,0.1156
11/12/2017,U.K. pound,0.1149
12/12/2017,U.K. pound,0.1147
13/12/2017,U.K. pound,0.1148
14/12/2017,U.K. pound,0.1155
15/12/2017,U.K. pound,0.1151
18/12/2017,U.K. pound,0.1149
19/12/2017,U.K. pound,0.1149
20/12/2017,U.K. pound,0.1151
21/12/2017,U.K. pound,0.1149
22/12/2017,U.K. pound,0.1150
26/12/2017,U.K. pound,0.1149
27/12/2017,U.K. pound,0.1153
28/12/2017,U.K. pound,0.1155
29/12/2017,U.K. pound,0.1161
02/01/2018,U.K. pound,0.1165
03/01/2018,U.K. pound,0.1166
04/01/2018,U.K. pound,0.1165
05/01/2018,U.K. pound,0.1164
08/01/2018,U.K. pound,0.1164
09/01/2018,U.K. pound,0.1164
10/01/2018,U.K. pound,0.1165
11/01/2018,U.K. pound,0.1157
12/01/2018,U.K. pound,0.1172
16/01/2018,U.K. pound,0.1182
17/01/2018,U.K. pound,0.1185
18/01/2018,U.K. pound,0.1193
19/01/2018,U.K. pound,0.1193
22/01/2018,U.K. pound,0.1195
23/01/2018,U.K. pound,0.1198
24/01/2018,U.K. pound,0.1215
25/01/2018,U.K. pound,0.1225
26/01/2018,U.K. pound,0.1224
29/01/2018,U.K. pound,0.1209
30/01/2018,U.K. pound,0.1214
31/01/2018,U.K. pound,0.1217
01/02/2018,U.K. pound,0.1222
02/02/2018,U.K. pound,0.1222
05/02/2018,U.K. pound,0.1207
06/02/2018,U.K. pound,0.1197
07/02/2018,U.K. pound,0.1194
08/02/2018,U.K. pound,0.1201
09/02/2018,U.K. pound,0.1188
12/02/2018,U.K. pound,0.1190
13/02/2018,U.K. pound,0.1195
14/02/2018,U.K. pound,0.1190
15/02/2018,U.K. pound,0.1207
16/02/2018,U.K. pound,0.1209
20/02/2018,U.K. pound,0.1202
21/02/2018,U.K. pound,0.1197
22/02/2018,U.K. pound,0.1193
23/02/2018,U.K. pound,0.1201
26/02/2018,U.K. pound,0.1207
27/02/2018,U.K. pound,0.1199
28/02/2018,U.K. pound,0.1190
01/03/2018,U.K. pound,0.1181
02/03/2018,U.K. pound,0.1185
05/03/2018,U.K. pound,0.1187
06/03/2018,U.K. pound,0.1195
07/03/2018,U.K. pound,0.1191
08/03/2018,U.K. pound,0.1191
09/03/2018,U.K. pound,0.1188
12/03/2018,U.K. pound,0.1191
13/03/2018,U.K. pound,0.1194
14/03/2018,U.K. pound,0.1201
15/03/2018,U.K. pound,0.1197
16/03/2018,U.K. pound,0.1200
19/03/2018,U.K. pound,0.1207
20/03/2018,U.K. pound,0.1204
21/03/2018,U.K. pound,0.1208
22/03/2018,U.K. pound,0.1220
23/03/2018,U.K. pound,0.1214
26/03/2018,U.K. pound,0.1223
27/03/2018,U.K. pound,0.1213
28/03/2018,U.K. pound,0.1216
29/03/2018,U.K. pound,0.1209
30/03/2018,U.K. pound,0.1205
02/04/2018,U.K. pound,0.1208
03/04/2018,U.K. pound,0.1206
04/04/2018,U.K. pound,0.1207
05/04/2018,U.K. pound,0.1209
06/04/2018,U.K. pound,0.1205
09/04/2018,U.K. pound,0.1212
10/04/2018,U.K. pound,0.1217
11/04/2018,U.K. pound,0.1220
12/04/2018,U.K. pound,0.1219
13/04/2018,U.K. pound,0.1227
16/04/2018,U.K. pound,0.1229
17/04/2018,U.K. pound,0.1232
18/04/2018,U.K. pound,0.1221
19/04/2018,U.K. pound,0.1222
20/04/2018,U.K. pound,0.1210
23/04/2018,U.K. pound,0.1199
24/04/2018,U.K. pound,0.1198
25/04/2018,U.K. pound,0.1199
26/04/2018,U.K. pound,0.1200
27/04/2018,U.K. pound,0.1183
30/04/2018,U.K. pound,0.1180
01/05/2018,U.K. pound,0.1177
02/05/2018,U.K. pound,0.1173
03/05/2018,U.K. pound,0.1168
04/05/2018,U.K. pound,0.1166
07/05/2018,U.K. pound,0.1163
08/05/2018,U.K. pound,0.1162
09/05/2018,U.K. pound,0.1166
10/05/2018,U.K. pound,0.1166
11/05/2018,U.K. pound,0.1167
14/05/2018,U.K. pound,0.1168
15/05/2018,U.K. pound,0.1164
16/05/2018,U.K. pound,0.1158
17/05/2018,U.K. pound,0.1160
18/05/2018,U.K. pound,0.1159
21/05/2018,U.K. pound,0.1152
